OrderID,OrderDate,Region,State,Segment,ShipMode,Category,SubCategory,Quantity,UnitPrice,Discount,Sales,Profit
ORD-2022-1048,2022-07-10,West,Oregon,Corporate,Second Class,Technology,Copiers,1,2399.41,0.00,2399.41,412.44
ORD-2022-1048,2022-07-10,West,Oregon,Corporate,Second Class,Furniture,Furnishings,5,102.18,0.00,510.90,68.99
ORD-2022-1048,2022-07-10,West,Oregon,Corporate,Second Class,Office Supplies,Art,4,11.88,0.10,42.77,7.68
ORD-2022-1049,2022-07-14,East,Pennsylvania,Corporate,Second Class,Office Supplies,Storage,2,219.02,0.10,394.24,-16.43
ORD-2022-1049,2022-07-14,East,Pennsylvania,Corporate,Second Class,Furniture,Furnishings,6,54.30,0.00,325.80,38.75
ORD-2022-1050,2022-07-18,East,New York,Consumer,Standard Class,Office Supplies,Appliances,7,231.81,0.20,1298.14,-99.73
ORD-2022-1050,2022-07-18,East,New York,Consumer,Standard Class,Technology,Phones,1,579.96,0.20,463.97,-11.17
ORD-2022-1050,2022-07-18,East,New York,Consumer,Standard Class,Office Supplies,Storage,3,203.29,0.10,548.88,-26.64
ORD-2022-1051,2022-07-22,Central,Michigan,Corporate,Standard Class,Furniture,Bookcases,7,242.96,0.00,1700.72,-79.39
ORD-2022-1051,2022-07-22,Central,Michigan,Corporate,Standard Class,Office Supplies,Storage,7,75.09,0.00,525.63,53.58
ORD-2022-1051,2022-07-22,Central,Michigan,Corporate,Standard Class,Office Supplies,Appliances,1,578.83,0.15,492.01,-15.40
ORD-2022-1052,2022-07-26,West,California,Consumer,Second Class,Office Supplies,Binders,5,37.19,0.10,167.35,39.39
ORD-2022-1052,2022-07-26,West,California,Consumer,Second Class,Furniture,Furnishings,1,85.84,0.10,77.26,7.11
ORD-2022-1052,2022-07-26,West,California,Consumer,Second Class,Office Supplies,Art,4,16.39,0.00,65.56,14.82
ORD-2022-1053,2022-07-30,West,Oregon,Home Office,Standard Class,Technology,Copiers,5,1758.72,0.10,7914.24,1232.72
ORD-2022-1053,2022-07-30,West,Oregon,Home Office,Standard Class,Technology,Phones,5,682.78,0.00,3413.90,440.37
ORD-2022-1054,2022-08-03,East,Pennsylvania,Consumer,Second Class,Technology,Machines,5,1792.99,,5378.97,-1621.33
ORD-2022-1054,2022-08-03,East,Pennsylvania,Consumer,Second Class,Technology,Accessories,3,39.74,0.00,119.22,19.10
ORD-2022-1054,2022-08-03,East,Pennsylvania,Consumer,Second Class,Office Supplies,Storage,3,195.24,0.00,585.72,66.62
ORD-2022-1055,2022-08-07,South,Georgia,Consumer,Standard Class,Office Supplies,Paper,4,8.81,0.10,31.72,7.87
ORD-2022-1055,2022-08-07,South,Georgia,Consumer,Standard Class,Furniture,Furnishings,3,117.78,0.20,282.67,-12.29
ORD-2022-1055,2022-08-07,South,Georgia,Consumer,Standard Class,Furniture,Furnishings,3,25.20,0.15,64.26,1.60
ORD-2022-1056,2022-08-11,West,Washington,Corporate,First Class,Office Supplies,Labels,5,8.84,0.15,37.57,8.46
ORD-2022-1056,2022-08-11,West,Washington,Corporate,First Class,Technology,Copiers,3,509.14,0.00,1527.42,388.28
ORD-2022-1056,2022-08-11,West,Washington,Corporate,First Class,Furniture,Furnishings,4,26.86,0.10,96.70,3.21
ORD-2022-1057,2022-08-15,West,California,Consumer,Second Class,Office Supplies,Storage,2,212.12,0.10,381.82,6.96
ORD-2022-1058,2022-08-19,East,Massachusetts,Corporate,Standard Class,Furniture,Furnishings,6,114.59,0.00,687.54,72.63
ORD-2022-1058,2022-08-19,East,Massachusetts,Corporate,Standard Class,Technology,Phones,2,641.78,0.20,1026.85,23.16
ORD-2022-1058,2022-08-19,East,Massachusetts,Corporate,Standard Class,Furniture,Furnishings,4,16.93,0.00,67.72,11.10
ORD-2022-1059,2022-08-23,South,Georgia,Consumer,Standard Class,Office Supplies,Storage,7,212.10,0.10,1336.23,-46.08
ORD-2022-1059,2022-08-23,South,Georgia,Consumer,Standard Class,Technology,Accessories,5,104.29,0.20,417.16,13.64
ORD-2022-1059,2022-08-23,South,Georgia,Consumer,Standard Class,Furniture,Furnishings,3,31.11,0.10,84.00,1.70
ORD-2022-1060,2022-08-27,South,Florida,Consumer,Standard Class,Office Supplies,Storage,4,57.69,0.15,196.15,-0.49
ORD-2022-1061,2022-08-31,East,Massachusetts,Consumer,Standard Class,Technology,Phones,7,526.08,0.00,3682.56,485.95
ORD-2022-1061,2022-08-31,East,Massachusetts,Consumer,Standard Class,Technology,Copiers,4,1404.40,0.00,5617.60,1233.24
ORD-2022-1061,2022-08-31,East,Massachusetts,Consumer,Standard Class,Technology,Accessories,2,60.88,0.00,121.76,17.47
ORD-2022-1062,2022-09-04,Central,Michigan,Consumer,Standard Class,Technology,Phones,3,477.32,0.40,859.18,-161.03
ORD-2022-1062,2022-09-04,Central,Michigan,Consumer,Standard Class,Office Supplies,Binders,2,59.28,0.40,71.14,-8.78
ORD-2022-1063,2022-09-08,West,Oregon,,Second Class,Office Supplies,Appliances,1,103.64,0.00,103.64,10.37
ORD-2022-1063,2022-09-08,West,Oregon,Home Office,Second Class,Furniture,Chairs,5,362.15,0.15,1539.14,-73.56
ORD-2022-1063,2022-09-08,West,Oregon,Home Office,Second Class,Furniture,Furnishings,4,134.82,0.40,323.57,-82.46
ORD-2022-1064,2022-09-12,East,New York,Corporate,First Class,Technology,Machines,2,541.42,0.00,1082.84,4.91
ORD-2022-1065,2022-09-16,West,California,Home Office,Standard Class,Technology,Copiers,5,803.09,0.00,4015.45,807.20
ORD-2022-1065,2022-09-16,West,California,Home Office,Standard Class,Office Supplies,Binders,7,65.42,0.15,389.25,56.35
ORD-2022-1065,2022-09-16,West,California,Home Office,Standard Class,Technology,Phones,3,242.42,0.00,727.26,89.87
ORD-2022-1066,2022-09-20,Central,Illinois,Corporate,Standard Class,Office Supplies,Art,3,21.54,0.40,38.77,-5.27
ORD-2022-1067,2022-09-24,East,Pennsylvania,Home Office,Standard Class,Office Supplies,Appliances,6,414.63,0.20,1990.22,-113.06
ORD-2022-1067,2022-09-24,East,Pennsylvania,Home Office,Standard Class,Office Supplies,Appliances,2,133.42,0.00,266.84,33.98
ORD-2022-1067,2022-09-24,East,Pennsylvania,Home Office,Standard Class,Office Supplies,Storage,1,116.43,0.10,104.79,-2.44
ORD-2022-1068,2022-09-28,East,Pennsylvania,Home Office,Standard Class,Office Supplies,Paper,5,24.06,0.00,120.30,42.02
ORD-2022-1068,2022-09-28,East,Pennsylvania,Home Office,Standard Class,Furniture,Furnishings,5,49.77,0.00,248.85,24.67
ORD-2022-1068,2022-09-28,East,Pennsylvania,Home Office,Standard Class,Office Supplies,Appliances,6,561.95,0.00,3371.70,564.72
ORD-2022-1069,2022-10-02,East,Pennsylvania,Consumer,Second Class,Technology,Machines,4,989.66,0.30,2771.05,-683.91
ORD-2022-1069,2022-10-02,East,Pennsylvania,Consumer,Second Class,Office Supplies,Binders,2,85.00,0.15,144.50,14.24
ORD-2022-1069,2022-10-02,East,Pennsylvania,Consumer,Second Class,Office Supplies,Binders,6,42.00,0.10,226.80,41.10
ORD-2022-1070,2022-10-06,East,Massachusetts,Consumer,First Class,Office Supplies,Art,3,26.00,0.00,78.00,20.54
ORD-2022-1071,2022-10-10,East,Massachusetts,Home Office,First Class,Office Supplies,Labels,5,28.92,0.00,144.60,45.77
ORD-2022-1071,2022-10-10,East,Massachusetts,Home Office,First Class,Furniture,Bookcases,6,664.82,0.00,3988.92,-92.96
ORD-2022-1072,2022-10-14,East,Massachusetts,Corporate,Standard Class,Furniture,Furnishings,5,124.34,0.10,559.53,38.99
ORD-2022-1073,2022-10-18,East,New York,Corporate,Standard Class,Furniture,Chairs,1,360.49,0.15,306.42,-15.64
ORD-2022-1073,2022-10-18,East,New York,Corporate,Standard Class,Technology,Copiers,5,777.16,0.30,2720.06,-99.24
ORD-2022-1073,2022-10-18,East,New York,Corporate,Standard Class,Furniture,Furnishings,4,45.00,0.00,180.00,31.42
ORD-2022-1074,2022-10-22,Central,Illinois,Consumer,Standard Class,Furniture,Chairs,2,201.50,0.00,403.00,37.39
ORD-2022-1075,2022-10-26,South,Florida,Consumer,First Class,Furniture,Chairs,4,483.40,0.15,1643.56,-30.10
ORD-2022-1076,2022-10-30,West,Oregon,Home Office,Second Class,Office Supplies,Binders,3,23.19,0.10,62.61,12.91
ORD-2022-1076,2022-10-30,West,Oregon,Home Office,Second Class,Technology,Accessories,2,37.15,0.00,74.30,16.61
ORD-2022-1077,2022-11-03,East,Pennsylvania,Consumer,First Class,Office Supplies,Storage,2,84.18,0.00,227.29,17.58
ORD-2022-1077,2022-11-03,East,Pennsylvania,Consumer,First Class,Technology,Machines,6,357.34,0.00,2894.45,50.37
ORD-2022-1078,2022-11-07,East,Pennsylvania,Corporate,Standard Class,Office Supplies,Appliances,1,277.34,0.15,318.25,9.00
ORD-2022-1078,2022-11-07,East,Pennsylvania,Corporate,Standard Class,Office Supplies,Appliances,6,159.18,0.15,1095.95,-27.71
ORD-2022-1079,2022-11-11,Central,Michigan,Consumer,Standard Class,Office Supplies,Paper,5,44.38,0.10,269.61,61.77
ORD-2022-1080,2022-11-15,South,Virginia,Home Office,Second Class,Furniture,Tables,7,828.40,0.20,6262.70,-1481.43
ORD-2022-1080,2022-11-15,South,Virginia,Home Office,Second Class,Office Supplies,Labels,3,20.62,0.00,83.51,27.13
ORD-2022-1081,2022-11-19,Central,Texas,Corporate,Second Class,Technology,Machines,6,1131.48,0.00,9164.99,845.78
ORD-2022-1081,2022-11-19,Central,Texas,Corporate,Second Class,Office Supplies,Appliances,5,307.38,0.00,2074.82,223.61
ORD-2022-1081,2022-11-19,Central,Texas,Corporate,Second Class,Office Supplies,Art,3,19.19,0.00,77.72,19.35
ORD-2022-1082,2022-11-23,West,Washington,Consumer,Standard Class,Office Supplies,Labels,2,8.21,0.00,22.17,7.53
ORD-2022-1082,2022-11-23,West,Washington,Consumer,Standard Class,Furniture,Furnishings,6,92.59,0.00,749.98,109.20
ORD-2022-1082,2022-11-23,West,Washington,Consumer,Standard Class,Furniture,Tables,3,634.11,0.00,2568.15,-158.90
ORD-2022-1083,2022-11-27,Central,Michigan,Corporate,Standard Class,Office Supplies,Storage,5,86.00,0.10,522.45,-14.15
ORD-2022-1083,2022-11-27,Central,Michigan,Corporate,Standard Class,Technology,Accessories,1,49.76,0.30,47.02,-5.25
ORD-2022-1083,2022-11-27,Central,Michigan,Corporate,Standard Class,Office Supplies,Paper,3,31.19,0.00,126.32,44.81
ORD-2022-1084,2022-12-01,East,Pennsylvania,Consumer,First Class,Office Supplies,Binders,2,70.78,0.10,172.00,30.97
ORD-2022-1085,2022-12-05,West,Washington,Consumer,Standard Class,Office Supplies,Appliances,6,150.05,0.00,1215.41,114.87
ORD-2022-1086,2022-12-09,West,Oregon,Corporate,First Class,Technology,Machines,2,1666.19,0.00,4498.71,325.20
ORD-2022-1086,2022-12-09,West,Oregon,Corporate,First Class,Office Supplies,Art,2,43.11,0.00,116.40,32.50
ORD-2022-1087,2022-12-13,West,Oregon,Home Office,Standard Class,Furniture,Tables,6,722.80,0.30,4098.28,-1263.13
ORD-2022-1087,2022-12-13,West,Oregon,Home Office,Standard Class,Technology,Phones,3,588.34,0.30,1667.94,-118.14
ORD-2022-1088,2022-12-17,West,Washington,Consumer,Same Day,Office Supplies,Binders,6,35.38,0.00,286.58,81.67
ORD-2022-1089,2022-12-21,East,New York,Consumer,Second Class,Office Supplies,Appliances,7,481.24,0.00,4547.72,599.90
ORD-2022-1089,2022-12-21,East,New York,Consumer,Second Class,Furniture,Tables,5,958.69,0.00,6471.16,-587.66
ORD-2022-1090,2022-12-25,West,Oregon,Home Office,Second Class,Furniture,Tables,1,971.62,0.30,918.18,-355.14
ORD-2022-1091,2022-12-29,Central,Texas,Home Office,Second Class,Office Supplies,Paper,4,15.55,0.00,83.97,23.08
ORD-2023-1092,2023-01-02,West,California,Consumer,Standard Class,Technology,Copiers,4,613.76,0.20,2036.70,33.25
ORD-2023-1093,2023-01-06,West,California,Consumer,Standard Class,Technology,Phones,7,196.83,0.20,1143.03,-30.60
ORD-2023-1093,2023-01-06,West,California,Consumer,Standard Class,Office Supplies,Labels,1,32.38,0.00,33.58,11.05
ORD-2023-1093,2023-01-06,West,California,Consumer,Standard Class,Technology,Machines,6,434.26,0.00,2701.97,268.88
ORD-2023-1094,2023-01-10,South,Virginia,Consumer,Second Class,Office Supplies,Art,1,47.03,0.20,39.02,2.86
ORD-2023-1094,2023-01-10,South,Virginia,Consumer,Second Class,Office Supplies,Labels,1,16.11,0.00,16.71,5.67
ORD-2023-1095,2023-01-14,East,Massachusetts,Consumer,Standard Class,Office Supplies,Labels,1,12.69,0.00,13.16,5.14
ORD-2023-1095,2023-01-14,East,Massachusetts,Consumer,Standard Class,Office Supplies,Appliances,7,276.95,0.10,1809.34,-14.75
ORD-2023-1095,2023-01-14,East,Massachusetts,Consumer,Standard Class,Office Supplies,Storage,6,67.27,0.15,355.77,-28.59
ORD-2023-1096,2023-01-18,Central,Michigan,Consumer,Second Class,Furniture,Bookcases,5,169.58,0.00,879.27,-22.98
ORD-2023-1096,2023-01-18,Central,Michigan,Consumer,Second Class,Office Supplies,Paper,2,44.39,0.00,92.06,29.71
ORD-2023-1097,2023-01-22,East,New York,Consumer,Standard Class,Furniture,Chairs,2,107.60,0.00,223.16,18.70
ORD-2023-1098,2023-01-26,West,Oregon,,Second Class,Technology,Machines,3,1163.71,0.00,3620.30,140.96
ORD-2023-1098,2023-01-26,West,Oregon,Corporate,Second Class,Office Supplies,Storage,5,107.96,0.00,559.77,22.85
ORD-2023-1098,2023-01-26,West,Oregon,Corporate,Second Class,Technology,Machines,3,1672.16,0.20,4161.67,-701.02
ORD-2023-1099,2023-01-30,Central,Illinois,Corporate,Second Class,Office Supplies,Binders,3,37.26,0.00,115.92,32.38
ORD-2023-1100,2023-02-03,Central,Texas,Home Office,Standard Class,Furniture,Tables,2,494.24,0.00,1025.05,-72.12
ORD-2023-1100,2023-02-03,Central,Texas,Home Office,Standard Class,Furniture,Chairs,1,164.72,0.10,153.73,-4.77
ORD-2023-1101,2023-02-07,West,Washington,Consumer,Standard Class,Technology,Machines,1,1687.55,0.15,1487.49,-163.53
ORD-2023-1102,2023-02-11,West,Washington,Consumer,Second Class,Furniture,Bookcases,4,590.55,0.00,2449.60,23.27
ORD-2023-1102,2023-02-11,West,Washington,Consumer,Second Class,Furniture,Furnishings,7,83.08,0.00,603.08,64.36
